WSBoatType,WSRace,Year,Date,Season,WSMilitary,WSPosition,WSName,WSClub,WSClass,WSSubClass,WSTime,WSPoints,WSTrophies,WSNotes
Kayak,A,1990,TBA,1990,Civilian,32,"Maycock D & Green I","Reme  & ","K2 Senior",TBA,02:07:04,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,32,"Mitchell A","Richmond & ","K1 Senior",TBA,02:20:34,TBA,TBA,.
Kayak,B,1990,TBA,1990,Civilian,32,"Hill N & Finbow D","Tonbridge & ","K2 Senior",TBA,02:59:30,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,32,"Maycock D & Green I","Reme  & ","K2 Senior",TBA,03:43:29,TBA,TBA,.
Kayak,D,1990,TBA,1990,Civilian,32,"Johnston S & Jackson S","Rn/Rm & ","K2 Senior",TBA,06:14:30,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,33,"Woodruff R & Simraonds P","Royal Air Force & ","K2 Senior",TBA,02:07:18,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,33,"Pendeny A","Royal  & ","K1 Senior",TBA,02:23:06,TBA,TBA,.
Kayak,B,1990,TBA,1990,Civilian,33,"Hoadley S & Humphries T","Maidstone  & ","K2 Senior",TBA,03:00:05,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,33,"Woodruff R & Simmonds P","Royal Air Force & ","K2 Senior",TBA,03:43:44,TBA,TBA,.
Kayak,D,1990,TBA,1990,Civilian,33,"Jagger R & Turtle","Reme ","K2 Senior",TBA,06:14:48,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,34,"Toomey Paul & Badger J","Longridge & ","K2 Senior",TBA,02:08:15,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,34,"Ernes C","Hms Collingwood & ","K1 Senior",TBA,02:25:10,TBA,TBA,.
Kayak,B,1990,TBA,1990,Civilian,34,"Toomey Paul & Badger J","Longridge & ","K2 Senior",TBA,03:01:15,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,34,"Hillyer D & Mochan C","Rn/Rm & ","K2 Senior",TBA,03:44:39,TBA,TBA,.
Kayak,D,1990,TBA,1990,Civilian,34,"Hillyer D & Mochan C","Rn/Rm & ","K2 Senior",TBA,06:16:53,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,35,"Bacon T & Rooney B","Nottingham & ","K2 Senior",TBA,02:08:44,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,35,"Turtle S","Reme  & ","K1 Senior",TBA,02:25:58,TBA,TBA,.
Kayak,B,1990,TBA,1990,Civilian,35,"Hall M & Spiller A","Longridge & ","K2 Senior",TBA,03:01:43,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,35,"Taylor M & Taylor I","Woodmill  & ","K2 Senior",TBA,03:44:47,TBA,TBA,.
Kayak,D,1990,TBA,1990,Civilian,35,"Underwood N & Stinton S","Independent & ","K2 Senior",TBA,06:18:45,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,36,"Hall M & Spiller A","Longridge & ","K2 Senior",TBA,02:08:49,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,36,"Mcdonnell 0","Hawks & ","K1 Senior",TBA,02:26:07,TBA,TBA,.
Kayak,B,1990,TBA,1990,Civilian,36,"Ward & Hoirahawe","Rmcs ","K2 Senior",TBA,03:02:25,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,36,"Gilby P & Davies M","Rn/Rm & ","K2 Senior",TBA,03:46:25,TBA,TBA,.
Kayak,D,1990,TBA,1990,Civilian,36,"Williams D & Rermarshal P","Independent & ","K2 Senior",TBA,06:20:37,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,37,"Wiltshire P & Sutton N","Metropolitan Police & ","K2 Senior",TBA,02:09:31,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,37,"Booles K","Metropolitan Police & ","K1 Senior",TBA,02:26:23,TBA,TBA,.
Kayak,B,1990,TBA,1990,Civilian,37,"Feldmanis E & Milner C","Reme  & ","K2 Senior",TBA,03:02:35,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,37,"Toomey Paul & Badger J","Longridge & ","K2 Senior",TBA,03:46:57,TBA,TBA,.
Kayak,D,1990,TBA,1990,Civilian,37,"Seedhouse A & Cross C","Ham Scouts & ","K2 Senior",TBA,06:20:41,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,38,"Seward D & Quinton S","Adventure Dolphin & ","K2 Senior",TBA,02:10:03,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,38,"Bevan G","Leaside & ","K1 Senior",TBA,02:26:59,TBA,TBA,.
Kayak,B,1990,TBA,1990,Civilian,38,"Hewitt J & Ross G","Independent & ","K2 Senior",TBA,03:02:36,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,38,"Hoadley S & Humphries T","Maidstone ","K2 Senior",TBA,03:48:04,TBA,TBA,.
Kayak,D,1990,TBA,1990,Civilian,38,"Mountney R & Adam G","Metropolitan Police & ","K2 Senior",TBA,06:23:05,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,39,"Woolsey R K & Stainsby J","Metropolitan Police","K2 Senior",TBA,02:10:07,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,39,"Griffiths P","Pangbourne & ","K1 Senior",TBA,02:30:55,TBA,TBA,.
Kayak,B,1990,TBA,1990,Civilian,39,"Seward D & Quinton S","Adventure Dolphin & ","K2 Senior",TBA,03:02:55,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,39,"Sands C & Dawes S","Bristol  & ","K2 Senior",TBA,03:49:08,TBA,TBA,.
Kayak,D,1990,TBA,1990,Civilian,39,"Lodge T & Frazer",Raf,"K2 Senior",TBA,06:23:20,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,40,"Shortman & West",Westel,"K2 Senior",TBA,02:10:59,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,40,"Lincoln K","Wokingham Scouts & ","K1 Senior",TBA,02:31:24,TBA,TBA,.
Kayak,B,1990,TBA,1990,Civilian,40,"Hillyer D & Mochan C","Rn/Rm & ","K2 Senior",TBA,03:03:58,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,40,"Hayward M & Smart J","Independent & ","K2 Senior",TBA,03:49:34,TBA,TBA,.
Kayak,D,1990,TBA,1990,Civilian,40,"Wells M & Cramer D","Plymouth Poly  & ","K2 Senior",TBA,06:23:54,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,41,"Nash C & Peaile S","Independent & ","K2 Senior",TBA,02:11:59,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,41,"Banks S","Hemel Hempstead  & ","K1 Senior",TBA,02:35:26,TBA,TBA,.
Kayak,B,1990,TBA,1990,Civilian,41,"Sands C & Dawes S","Bristol  & ","K2 Senior",TBA,03:04:44,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,41,"Davies J & Toulmine M","Ctc & ","K2 Senior",TBA,03:49:44,TBA,TBA,.
Kayak,D,1990,TBA,1990,Civilian,41,"Toomey Paul & Badger J","Longridge & ","K2 Senior",TBA,06:24:15,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,42,"Taylor M & Taylor I","Woodmill  & ","K2 Senior",TBA,02:12:00,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,42,"Ashbey G","Longridge & ","K1 Senior",TBA,02:38:32,TBA,TBA,.
Kayak,B,1990,TBA,1990,Civilian,42,"Kershaw-Naylor & Speer","Rmcs ","K2 Senior",TBA,03:06:39,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,42,"Lodge T","Raf & ","K2 Senior",TBA,03:50:29,TBA,TBA,.
Kayak,D,1990,TBA,1990,Civilian,42,"Green D & Smith R","Cambridge  & ","K2 Senior",TBA,06:24:37,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,43,"Harte J & Courtier I","Independent & ","K2 Senior",TBA,02:12:58,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,43,"Rive R","Marlow  & ","K1 Senior",TBA,02:40:29,TBA,TBA,.
Kayak,B,1990,TBA,1990,Civilian,43,"Lodge T","Raf & ","K2 Senior",TBA,03:08:06,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,43,"Broomfield T","Princess Marina Col. & ","K2 Senior",TBA,03:50:33,TBA,TBA,.
Kayak,D,1990,TBA,1990,Civilian,43,"Rogers T & Rogers P","Independent & ","K2 Senior",TBA,06:25:40,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,44,"Bryan T & Hany M","Windsor & ","K2 Senior",TBA,02:13:31,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,44,"Dark A","Bradford On Avon & ","K1 Senior",TBA,02:48:58,TBA,TBA,.
Kayak,B,1990,TBA,1990,Civilian,44,"Underwood N & Stinton S","Independent & ","K2 Senior",TBA,03:08:40,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,44,"Jagger R","Reme  & ","K2 Senior",TBA,03:50:35,TBA,TBA,.
Kayak,D,1990,TBA,1990,Civilian,44,"Sheath P & Niblett B","Avon Adventure Spts & ","K2 Senior",TBA,06:27:18,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,45,"Hoadley S & Humphries T","Maidstone  & ","K2 Senior",TBA,02:13:46,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,45,"Elsmore J","Barking & Dagenham & ","K1 Senior",TBA,02:58:32,TBA,TBA,.
Kayak,B,1990,TBA,1990,Civilian,45,"Pigdon J & Child M","Bridgend & ","K2 Senior",TBA,03:11:09,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,45,"Ward & Hoirahawwe","Rmcs ","K2 Senior",TBA,03:50:39,TBA,TBA,.
Kayak,D,1990,TBA,1990,Civilian,45,"Finch S & Dunn A","Thamesway & ","K2 Senior",TBA,06:28:00,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,46,"Sands C & Dawes S","Bristol  & ","K2 Senior",TBA,02:13:57,TBA,TBA,.
Kayak,B,1990,TBA,1990,Civilian,46,"Goodall M & Brock P","West Yorks & ","K2 Senior",TBA,03:12:00,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,46,"Critchley & Clarke","Rmcs ","K2 Senior",TBA,03:50:41,TBA,TBA,.
Kayak,D,1990,TBA,1990,Civilian,46,"Skelhorn D & Allen P","Fowey & ","K2 Senior",TBA,06:33:24,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,47,"Grewcock I & Ball K","Recc & ","K2 Senior",TBA,02:14:10,TBA,TBA,.
Kayak,B,1990,TBA,1990,Civilian,47,"Pillem D & Powle M","Adventure Dolphin & ","K2 Senior",TBA,03:12:54,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,47,"Smith M & Toothill C","Maidstone & ","K2 Senior",TBA,03:51:19,TBA,TBA,.
Kayak,D,1990,TBA,1990,Civilian,47,"Mathews G & Metcalf P","Independent & ","K2 Senior",TBA,06:33:40,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,48,"Marshall G & Garland A","Rn/Rm & ","K2 Senior",TBA,02:14:47,TBA,TBA,.
Kayak,B,1990,TBA,1990,Civilian,48,"Honaker S & Howe B","Winchester & ","K2 Senior",TBA,03:13:03,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,48,"Richardson H A","Guards Advt Trg Wng","K2 Senior",TBA,03:51:31,TBA,TBA,.
Kayak,D,1990,TBA,1990,Civilian,48,"Ashcroft A & Norman M. I","Royston Young Cst & ","K2 Senior",TBA,06:35:36,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,49,"Sackman D & Hinton C","R.L.P.  & ","K2 Senior",TBA,02:14:51,TBA,TBA,.
Kayak,B,1990,TBA,1990,Civilian,49,"Mill D & Wilde R","Newbury  & ","K2 Senior",TBA,03:17:14,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,49,"Hewitt J & Ross G","Independent & ","K2 Senior",TBA,03:51:45,TBA,TBA,.
Kayak,D,1990,TBA,1990,Civilian,49,"Fallsen D & Lee S","Rn/Rm & ","K2 Senior",TBA,06:37:30,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,50,"Davis J & Stewart A","Rn/Rm & ","K2 Senior",TBA,02:15:31,TBA,TBA,.
Kayak,B,1990,TBA,1990,Civilian,50,"English L & Eaton R","Rn/Rm & ","K2 Senior",TBA,03:18:50,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,50,"Oliver K & Chapman N","Warren  & ","K2 Senior",TBA,03:52:41,TBA,TBA,.
Kayak,D,1990,TBA,1990,Civilian,50,"Jackson P & Moss T","12 Ad Regt & ","K2 Senior",TBA,06:40:15,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,51,"Critchley & Clarke","Rmcs ","K2 Senior",TBA,02:16:28,TBA,TBA,.
Kayak,B,1990,TBA,1990,Civilian,51,"Jagger R","Reme  & ","K2 Senior",TBA,03:19:02,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,51,"Underwood N & Stinton S","Independent & ","K2 Senior",TBA,03:55:45,TBA,TBA,.
Kayak,D,1990,TBA,1990,Civilian,51,"Hewitt J & Ross G","Independent & ","K2 Senior",TBA,06:43:21,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,52,"Lodge T & Frazer",Raf,"K2 Senior",TBA,02:16:31,TBA,TBA,.
Kayak,B,1990,TBA,1990,Civilian,52,"Oliver E & Essex R","Warren & ","K2 Senior",TBA,03:20:09,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,52,"Anderson P & Willliams C","Chelmsford  & ","K2 Senior",TBA,03:56:49,TBA,TBA,.
Kayak,D,1990,TBA,1990,Civilian,52,"Trelease R & Hadley C","Devon Fire & Rescue & ","K2 Senior",TBA,06:46:09,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,53,"M’Arthur J & Kingham",Rnka,"K2 Senior",TBA,02:17:01,TBA,TBA,.
Kayak,B,1990,TBA,1990,Civilian,53,"Bushell & Heath M",Winchester,"K2 Senior",TBA,03:20:57,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,53,"Proctor A & Pike C","Exe Vale  & ","K2 Senior",TBA,03:57:05,TBA,TBA,.
Kayak,D,1990,TBA,1990,Civilian,53,"Hedgecoe M & Hutchinson J","Independent & ","K2 Senior",TBA,06:50:44,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,54,"Feldmanis E & Milner C","Reme  & ","K2 Senior",TBA,02:17:25,TBA,TBA,.
Kayak,B,1990,TBA,1990,Civilian,54,"Stowell M & Bull C","Independent & ","K2 Senior",TBA,03:21:25,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,54,"Seedhouse A & Cross C","Ham Scouts & ","K2 Senior",TBA,03:57:15,TBA,TBA,.
Kayak,D,1990,TBA,1990,Civilian,54,"Reavill A & Price N","12 Ad Regt Ra & ","K2 Senior",TBA,06:50:55,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,55,"Gilby P & Davies M","Rn/Rm & ","K2 Senior",TBA,02:19:00,TBA,TBA,.
Kayak,B,1990,TBA,1990,Civilian,55,"Nicholson Leon & Aylett L","Cross House  & ","K2 Senior",TBA,03:21:48,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,55,"Honaker S & Howe B","Winchester & ","K2 Senior",TBA,03:57:19,TBA,TBA,.
Kayak,D,1990,TBA,1990,Civilian,55,"Hall M & Hall J","Longridge & ","K2 Senior",TBA,06:52:57,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,56,"Goodall M & Brock P","West Yorks & ","K2 Senior",TBA,02:19:10,TBA,TBA,.
Kayak,B,1990,TBA,1990,Civilian,56,"Hall M & Hall J","Longridge & ","K2 Senior",TBA,03:25:17,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,56,"Wells M & Cramer D","Plymouth Poly  & ","K2 Senior",TBA,03:59:55,TBA,TBA,.
Kayak,D,1990,TBA,1990,Civilian,56,"Hynds K & Dale S","Elmbridge & ","K2 Senior",TBA,06:53:32,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,57,"Ward & Hoirahawe","Rmcs ","K2 Senior",TBA,02:19:17,TBA,TBA,.
Kayak,B,1990,TBA,1990,Civilian,57,"Hedgecoe M & Hutchinson J","Independent & ","K2 Senior",TBA,03:27:07,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,57,"Finch S & Dunn A","Thamesway & ","K2 Senior",TBA,04:00:27,TBA,TBA,.
Kayak,D,1990,TBA,1990,Civilian,57,"Pretty F & Deapaties A","Hms Dolphin/Rnka & ","K2 Senior",TBA,07:20:51,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,58,"Broomfield T","Princess Marina Col. & ","K2 Senior",TBA,02:19:42,TBA,TBA,.
Kayak,B,1990,TBA,1990,Civilian,58,"Mccarthy T & Rees M","Cambrian/N Yorks P. & ","K2 Senior",TBA,03:27:55,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,58,"Adams S & Carr M","Independent & ","K2 Senior",TBA,04:04:28,TBA,TBA,.
Kayak,D,1990,TBA,1990,Civilian,58,"Taylor M & Macmillan R","Independent & ","K2 Senior",TBA,07:24:22,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,59,"Hewitt J & Ross G","Independent & ","K2 Senior",TBA,02:20:01,TBA,TBA,.
Kayak,B,1990,TBA,1990,Civilian,59,"O’Toole P & Salmon J","Metropolitan Police & ","K2 Senior",TBA,03:31:13,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,59,"Williams D & Rermarshal P","Independent & ","K2 Senior",TBA,04:04:56,TBA,TBA,.
Kayak,D,1990,TBA,1990,Civilian,59,"Filler A & Ryan A","Artists Rifles & ","K2 Senior",TBA,07:29:38,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,60,"Honaker S & Howe B","Winchester & ","K2 Senior",TBA,02:20:48,TBA,TBA,.
Kayak,B,1990,TBA,1990,Civilian,60,"Proctor A & Pike C","Exe Vale  & ","K2 Senior",TBA,03:35:28,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,60,"Mill D & Wilde R","Newbury  & ","K2 Senior",TBA,04:06:42,TBA,TBA,.
Kayak,D,1990,TBA,1990,Civilian,60,"Stowell M & Bull C","Independent & ","K2 Senior",TBA,07:41:20,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,61,"Underwood N & Stinton S","Independent & ","K2 Senior",TBA,02:21:20,TBA,TBA,.
Kayak,B,1990,TBA,1990,Civilian,61,"Hynda K & Dale S","Elmbridge & ","K2 Senior",TBA,03:41:41,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,61,"Stowell M & Bull C","Independent & ","K2 Senior",TBA,04:11:10,TBA,TBA,.
Kayak,D,1990,TBA,1990,Civilian,61,"Clayton J & Chaimbers N","Artists Rifles & ","K2 Senior",TBA,08:03:04,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,62,"Fallsen D & Lee S","Rn/Rm & ","K2 Senior",TBA,02:21:36,TBA,TBA,.
Kayak,B,1990,TBA,1990,Civilian,62,"Bannister T & Jackson P","Independent & ","K2 Senior",TBA,03:43:27,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,62,"Monger S & Hamblim R","Independent & ","K2 Senior",TBA,04:13:09,TBA,TBA,.
Kayak,D,1990,TBA,1990,Civilian,62,"Gibbins & Owen","Artists Rifles","K2 Senior",TBA,08:20:24,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,63,"Oliver E & Essex R","Warren & ","K2 Senior",TBA,02:22:16,TBA,TBA,.
Kayak,B,1990,TBA,1990,Civilian,63,"Pretty F & Despaties A","Hms Dolphin/Rnka & ","K2 Senior",TBA,03:43:51,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,63,"Ramsay A & Neil E","Neptune  & ","K2 Senior",TBA,04:14:12,TBA,TBA,.
Kayak,D,1990,TBA,1990,Civilian,63,"Richards D & White D","Artists Rifles & ","K2 Senior",TBA,08:33:20,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,64,"Richardson H A","Guards Advt Trg Wng","K2 Senior",TBA,02:23:06,TBA,TBA,.
Kayak,B,1990,TBA,1990,Civilian,64,"Filler A & Ryan A","Artists Rifles & ","K2 Senior",TBA,03:53:00,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,64,"Pigdon J & Child M","Bridgend & ","K2 Senior",TBA,04:14:55,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,65,"Seedhouse A & Cross C","Ham Scouts & ","K2 Senior",TBA,02:23:28,TBA,TBA,.
Kayak,B,1990,TBA,1990,Civilian,65,"Clayton J & Chaimbers N","Artists Rifles & ","K2 Senior",TBA,04:02:01,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,65,"Wallis J & Wallis G","Wokingham Scouts & ","K2 Senior",TBA,04:15:48,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,66,"Hillyer D & Mochan C","Rn/Rm & ","K2 Senior",TBA,02:23:39,TBA,TBA,.
Kayak,B,1990,TBA,1990,Civilian,66,"Richards D & White D","Artists Rifles & ","K2 Senior",TBA,04:05:25,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,66,"Mathews G & Metcalf P","Independent & ","K2 Senior",TBA,04:17:42,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,67,"Bowker I & Dalzel B","R.L.P.  & ","K2 Senior",TBA,02:24:00,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,67,"Pretty F & Despaties A","Hms Dolphin/Rnka & ","K2 Senior",TBA,04:18:21,TBA,TBA,.
Kayak,B,1990,TBA,1990,Civilian,67,"Boddy B & Boddy C","Adventure Dolphin & ","K2 Senior",TBA,04:25:45,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,68,"Stowell M & Bull C","Independent & ","K2 Senior",TBA,02:24:42,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,68,"Cooke R & Ackerman G","Independent & ","K2 Senior",TBA,04:19:56,TBA,TBA,.
Kayak,B,1990,TBA,1990,Civilian,68,"Gibbons & Owens","Artists Rifles","K2 Senior",TBA,04:33:16,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,69,"Ashcroft A & Norman M","Royston Young Cst & ","K2 Senior",TBA,02:25:30,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,69,"Jordan P & Smith T","Metropolitan Police & ","K2 Senior",TBA,04:20:09,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,70,"Kershaw-Naylor & Speer","Rmcs ","K2 Senior",TBA,02:25:42,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,70,"Hall M & Hall J","Longridge & ","K2 Senior",TBA,04:20:50,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,71,"Hall M & Hall J","Longridge & ","K2 Senior",TBA,02:26:09,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,71,"Bannister T & Jackson P","Independent & ","K2 Senior",TBA,04:26:58,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,72,"Jordan P & Smith T","Metropolitan Police & ","K2 Senior",TBA,02:29:09,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,72,"Young A & Styles A","Independent & ","K2 Senior",TBA,04:35:03,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,73,"Hedgecoe M & Hutchinson J","Independent & ","K2 Senior",TBA,02:30:44,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,73,"Crow J & Doe D","Scouts & ","K2 Senior",TBA,04:39:28,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,74,"Murray P","Basingstoke Canal & ","K2 Senior",TBA,02:31:25,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,74,"Fuller J & Smith A","Reme  & ","K2 Senior",TBA,04:50:36,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,75,"Collett A & Adams M","Hayle & ","K2 Senior",TBA,02:31:32,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,75,"Clayton J & Chaimbers N","Artists Rifles & ","K2 Senior",TBA,04:59:46,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,76,"Bannister T & Jackson P","Independent & ","K2 Senior",TBA,02:32:29,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,76,"Filler A & Ryan A","Artists Rifles & ","K2 Senior",TBA,05:04:34,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,77,"Sheath P & Niblett B","Avon Adventure Spts & ","K2 Senior",TBA,02:32:56,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,77,"Scarlett S & Hopkinson C","D Coy 2nd Wessex","K2 Senior",TBA,05:05:42,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,78,"Cooke R & Ackerman G","Independent & ","K2 Senior",TBA,02:33:39,TBA,TBA,.
Kayak,C,1990,TBA,1990,Civilian,78,"Gibbins & Owens","Artists Rifles","K2 Senior",TBA,05:25:11,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,79,"O’Toole P & Salmon J","Metropolitan Police & ","K2 Senior",TBA,02:34:00,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,80,"Adams S & Carr M","Independent & ","K2 Senior",TBA,02:34:19,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,81,"Pretty F & Despaties A","Hms Dolphin/Rnka & ","K2 Senior",TBA,02:35:11,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,82,"Curtis S & Cooper S","Bideford  & ","K2 Senior",TBA,02:36:06,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,83,"Rigby D & Towell J","R.L.P.  & ","K2 Senior",TBA,02:38:12,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,84,"Gluyas R & Collett I","Customs & ","K2 Senior",TBA,02:55:23,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,85,"Fuller J & Smith A","Reme  & ","K2 Senior",TBA,02:55:58,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,86,"Croucher M & Wynn K","Independent & ","K2 Senior",TBA,02:58:00,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,87,"Clayton J & Chaimbers N","Artists Rifles & ","K2 Senior",TBA,03:01:22,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,88,"Filler A & Ryan A","Artists Rifles & ","K2 Senior",TBA,03:04:02,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,89,"Childs G & Morriss S","Independent & ","K2 Senior",TBA,03:11:59,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,90,"Richards D & White D","Artists Rifles & ","K2 Senior",TBA,03:15:15,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,91,"Gibbins & Owens","Artists Rifles","K2 Senior",TBA,03:21:56,TBA,TBA,.
Kayak,A,1990,TBA,1990,Civilian,92,"Lemin J & Balos R","Adventure Dolphin & ","K2 Senior",TBA,03:35:24,TBA,TBA,.
Kayak,A,1991,TBA,1991,Civilian,1,"Wells M & Wells Paul","Richmond  & ","K2 Senior",TBA,01:43:20,TBA,TBA,.
Kayak,A,1991,TBA,1991,Civilian,1,"Dresser G","Royal  & ","K1 Senior",TBA,01:51:30,TBA,TBA,.
Kayak,A,1991,TBA,1991,Civilian,1,"Thorogood R & Hall A","Hopc & ","K2 Veteran",TBA,01:57:55,TBA,TBA,.
