BoatType,Ladies,Year,Date,Season,Military,Position,Name,Club,Class,SubClass,Time,DecimalTime,Trophies,Record,Notes
Kayak,Male,1992,"",1992,Civilian,39,"Croix M J De Ste","Jersey ",Singles,"",29:19:07,29.3,"","",""
Canadian,Male,1992,"",1992,Civilian,94,"Micolson M M & Neale G R","North Avon ",Senior,Veteran,29:55:20,29.9,"","",""
Kayak,Male,1992,"",1992,Civilian,95,"Barnes D P & Staggs C R","1st Hullbridge Scouts",Senior,"Veteran Scouts",30:01:25,30.0,"","",""
Kayak,Male,1992,"",1992,Civilian,40,"Brant B C","Melton District Scout ",Singles,"",30:12:55,30.2,"","",""
Kayak,Male,1992,"",1992,Civilian,41,"Dewey J","Stroud Valley ",Singles,"",30:55:47,30.9,"","",""
Kayak,Male,1992,"",1992,Civilian,42,"Dorling D G",Independent,Singles,"",30:57:20,31.0,"","",""
Canadian,Male,1992,"",1992,Civilian,96,"Hobbs P G & Richards B D","Cam ",Senior,Veteran,31:49:50,31.8,"","",""
Kayak,Ladies,1992,"",1992,Civilian,97,"Potter Caroline & Bowlby Julie",Independent,Senior,"",32:22:33,32.4,"","",""
Canadian,Male,1992,"",1992,Civilian,98,"Drummond R & Drummond A C","Drummond Outdoor K. & ",Senior,"",32:59:30,33.0,"","",""
Canadian,Mixed,1992,"",1992,Civilian,99,"Smith D & Stephenson Clare","Outward Bound Wales",Senior,"",33:08:05,33.1,"","",""
Kayak,Male,1992,"",1992,Civilian,100,"Wild R J & Ham J R","Wiltshire Police",Senior,Police,33:37:00,33.6,"","",""
Kayak,Male,1992,"",1992,Civilian,101,"Andrews M & Jordan-Davis B P","Wiltshire Police",Senior,"Veteran Police",34:04:25,34.1,"","",""
Canadian,Male,1992,"",1992,Civilian,102,"Farmer P O & Boddy B J","Independent & Pangbourne Advent. Dolphin",Senior,Veteran,34:06:30,34.1,"","",""
Kayak,Male,1992,"",1992,Civilian,103,"Winton C & Smith V",Independent,Senior,Veteran,34:22:05,34.4,"","",""
Kayak,Male,1992,"",1992,Civilian,104,"Hansford D E & Murray S W",Independent,Senior,"",34:23:15,34.4,"","",""
Kayak,Male,1992,"",1992,Civilian,105,"Sycha A B & Corfield M","Reading and Leighton Park ",Senior,Veteran,34:29:20,34.5,"","",""
"Folding Boat",Male,1992,"",1992,Civilian,106,"Webster B & Ridgley G C","Artists Rifles",Senior,"",34:48:20,34.8,"","","Ridgley changed from Clayton R (Spinks)"
Kayak,Male,1992,"",1992,Civilian,107,"Inskip D J & Dawson A","Stonehenge ",Senior,"",34:51:55,34.8,"","",""
Kayak,Male,1992,"",1992,Civilian,108,"Dickson A G R & Bruce R J",Independent,Senior,"",34:59:15,35.0,"","",""
Kayak,Mixed,1992,"",1992,Civilian,109,"Cobham A C & Sims Elizabeth Anne","Kingston Polytechnic",Senior,University,35:33:00,35.5,"","",""
Kayak,Male,1992,"",1992,Army,110,"Gilruth A & Payne J R W","Exeter University OTC",Senior,Reserve,35:42:10,35.7,"","",""
Kayak,Male,1992,"",1992,Civilian,111,"Jones M R & May D F","Wiltshire Police",Senior,"",35:42:26,35.7,"","",""
Kayak,Mixed,1992,"",1992,Civilian,112,"Simons Melissa & Copner J D","Oxford University ",Senior,"",35:47:41,35.8,"","",""
Kayak,Male,1992,"",1992,Civilian,113,"Beresford N & Bowen S",Independent,Senior,Veteran,35:48:20,35.8,"","",""
Kayak,Male,1992,"",1992,Civilian,114,"Gwillim V J & Waite I P",Independent,Senior,"",35:53:20,35.9,"","",""
Canadian,Male,1992,"",1992,Civilian,115,"Spokes S J & Chaplin A J M","North Avon ",Senior,"",36:03:20,36.0,"","",""
Canadian,Male,1992,"",1992,Civilian,116,"Titheridge J & Higginbotham G",Independent,Senior,"",36:06:05,36.1,"","",""
Kayak,Male,1992,"",1992,Civilian,117,"Hefferman T & Russell P A","Stroud Valley ",Senior,"",36:11:15,36.2,"","",""
Kayak,Mixed,1992,"",1992,Civilian,118,"Lawrence Tina & Adams S",Independent,Senior,"",36:27:05,36.5,"","",""
Kayak,Male,1992,"",1992,Civilian,119,"Daniels K & Thomas G B",Independent,Senior,"",36:32:30,36.5,"","",""
Kayak,Male,1992,"",1992,Civilian,120,"Belfield K W & White A P",Independent,Senior,Veteran,36:34:50,36.6,"","",""
Kayak,Male,1992,"",1992,Civilian,121,"Jones P G & Stidwill","Devon & Cornwall Police",Senior,Police,37:41:50,37.7,"","",""
Kayak,Mixed,1992,"",1992,Civilian,122,"Kite Sandra Jane & Halliley S P","Pangbourne Advent. Dolphin",Senior,"",37:51:15,37.8,"","",""
Kayak,Male,1992,"",1992,Army,123,"Harkin J & Ferry John","22 Ordnance Company (V)",Senior,Reserve,45:56:10,45.9,"","",""
Kayak,Male,1992,"",1992,Army,124,"Webb L & Simpson J","22 Ordnance Company (V)",Senior,Reserve,45:57:30,46.0,"","",""
Kayak,Male,1992,"",1992,Civilian,125,"Vanstone S R & Barr W D","South Humber District S ",Senior,"",47:12:15,47.2,"","",""
Kayak,Male,1992,"",1992,Civilian,126,"Lister R J & Bowskill M A","South Humber District S ",Senior,"",47:13:30,47.2,"","",""
Kayak,Male,1992,"",1992,Civilian,127,"Wild G S & Wild A C",Independent,Senior,"",48:09:40,48.1,"","",""
Kayak,Ladies,1992,"",1992,Civilian,128,"Boatman Esther Jean & Goodchild Gillian L","Pangbourne Advent. Dolphin",Senior,Veteran,49:18:04,49.3,"","",""
Kayak,Male,1992,"",1992,Army,129,"Crockett J & Dunkley S","Exeter University OTC",Senior,Reserve,55:30:28,55.5,"","",""
Kayak,Male,1992,"",1992,Army,130,"Reed R & Wood M","Exeter University OTC",Senior,Reserve,56:43:45,56.7,"","",""
Kayak,Male,1992,"",1992,Civilian,131,"Marsden G & Powell R J","Leaside ",Senior,Veteran,61:50:34,61.8,Veteran,"Veteran (155 years) 74 & 81",""
Kayak,Male,1993,"",1993,Civilian,1,"Richardson A & Jensen S","Nottingham  & Richmond ",Junior,"",14:12:59,14.2,Civilian,"Record Time",""
Kayak,Male,1993,"",1993,Civilian,1,"Butler G J","Nottingham ",Singles,"",14:46:42,14.8,"","Record Time",""
Kayak,Male,1993,"",1993,Civilian,2,"Lewis Richard","Bradford on Avon ",Singles,"",15:30:42,15.5,"","",""
Kayak,Male,1993,"",1993,Civilian,2,"Lemin Jim & Woodhead J","Princess Marina College",Vet/Junior,"",15:42:31,15.7,"","",""
Kayak,Male,1993,"",1993,Civilian,1,"Greenham B R & Wallis G J","Reading & Leighton Park",Vet/Junior,"",15:42:31,15.7,"","Record Time",""
Kayak,Male,1993,"",1993,Civilian,3,"Misk M","Bratislava, Slovakia",Singles,"",15:44:11,15.7,"","",""
Kayak,Male,1993,"",1993,Civilian,4,"Beazley Daniel","Barking & Dagenham ",Singles,"",15:50:06,15.8,"","",""
Kayak,Male,1993,"",1993,Civilian,1,"Thornton M & Alston S","Elmbridge  & Chester ",Senior,"",15:57:40,16.0,Civilian,"",""
Kayak,Male,1993,"",1993,Civilian,2,"Cooper G & Murray F","Richmond ",Senior,"",16:00:20,16.0,"","",""
Kayak,Male,1993,"",1993,Army,3,"Beegan A F & Ross J N","Royal Engineers",Senior,"",16:08:55,16.1,"Army,Services","Army,Services",""
Kayak,Male,1993,"",1993,Civilian,4,"Freeman R A & White Ian","Hereford ",Senior,Veteran,16:34:05,16.6,"","",""
Kayak,Male,1993,"",1993,Civilian,5,"Houttekiet P A & Bruheel B","Kortrijksey Y b K Klub, Belgium & Harebeekse Kanovereniging",Senior,Overseas,16:39:35,16.6,Overseas,European,""
Kayak,Male,1993,"",1993,Civilian,2,"Bullock R S & Colder R","Fowey River /Warren ",Junior,"",16:40:19,16.7,"","",""
Kayak,Male,1993,"",1993,Civilian,3,"Catto John & Hamilton M","Bryanston School",Junior,"",16:51:29,16.9,"","",""
Kayak,Male,1993,"",1993,Civilian,6,"Fitchet A & Stubbs M","Poole Harbour ",Senior,"",17:02:40,17.0,"","",""
Kayak,Male,1993,"",1993,Civilian,7,"Barrell C & Day J",RNKA,Senior,"",17:03:10,17.1,"","",""
Kayak,Male,1993,"",1993,Civilian,5,"Pearce M S","Longridge Scouts",Singles,"",17:18:19,17.3,"","",""
Kayak,Male,1993,"",1993,Civilian,6,"Guthrie D R","Cambridge ",Singles,"",17:21:49,17.4,"","",""
Kayak,Male,1993,"",1993,Civilian,7,"Waters A G","Maidstone ",Singles,"",17:23:46,17.4,"","",""
Kayak,Male,1993,"",1993,Civilian,8,"Lincoln B J","Wokingham Scouts",Singles,"",17:26:23,17.4,"","",""
Kayak,Male,1993,"",1993,Civilian,9,"Kelly P","Moy ",Singles,"",17:34:54,17.6,"","",""
Kayak,Male,1993,"",1993,Civilian,8,"Wibrew M & Catchlove R A F","Maidstone ",Senior,Veteran,17:42:45,17.7,"","",""
Kayak,Male,1993,"",1993,Civilian,10,"Knowles D G",Independent,Singles,"",17:44:30,17.7,"","",""
Kayak,Male,1993,"",1993,Civilian,11,"Jong C De","K. V. Frisia Amsterdam",Singles,"",17:50:20,17.8,"","",""
Kayak,Male,1993,"",1993,Army,9,"Grewcock I P & Hazzard R L","Royal Engineers",Senior,"",17:50:25,17.8,"","",""
Kayak,Male,1993,"",1993,Civilian,4,"Bannister T & Webb A M","Warren ",Junior,"",17:55:09,17.9,"","",""
Kayak,Mixed,1993,"",1993,Civilian,10,"Thygesen Lene & Sondergaard M","Kastrup Kajakklub & Skovshoved Roklub",Senior,Overseas,18:06:00,18.1,Mixed,"",""
Kayak,Male,1993,"",1993,Navy,11,"Richards C N & Goodall P D","Royal Marines & Royal Navy",Senior,"",18:12:55,18.2,Navy,"",""
Kayak,Male,1993,"",1993,Civilian,5,"Webb R & Woosnam P T","Warren ",Junior,"",18:12:55,18.2,"","",""
Kayak,Male,1993,"",1993,Civilian,6,"Pearson R & Baxter T","Leighton Park School",Junior,"U17 School",18:14:57,18.2,"U17 School","",""
Kayak,Male,1993,"",1993,Civilian,7,"Trevelyan-Jonnson B & Noble W T","Bryanston School",Junior,"",18:20:42,18.3,"","",""
Kayak,Male,1993,"",1993,Army,12,"Smith D N & Painting R C S","Royal Engineers",Senior,"",18:22:30,18.4,"","",""
Kayak,Male,1993,"",1993,Civilian,12,"Stuart P G",Independent,Singles,"",18:24:34,18.4,"","",""
Kayak,Male,1993,"",1993,Civilian,8,"Darby A & Wright A","Leighton Park School",Junior,"",18:32:33,18.5,"","",""
Kayak,Male,1993,"",1993,Civilian,13,"Haskey Cyril Arthur","American Telegraph & Telephone",Singles,"",18:34:40,18.6,"","",""
Kayak,Male,1993,"",1993,Army,13,"Neve N & Gow C",REME,Senior,Veteran,18:34:45,18.6,"","",""
Kayak,Male,1993,"",1993,Civilian,14,"Taylor M B & Nicholson L P","Woodmill ",Senior,"",18:37:30,18.6,"","",""
Kayak,Mixed,1993,"",1993,Civilian,15,"Jordan D S & Jackson Caroline Louise","Maidstone ",Senior,"",18:39:35,18.6,"","",""
Kayak,Male,1993,"",1993,Civilian,14,"Smith T W","Artists Rifles",Singles,"",18:45:16,18.8,"","",""
Kayak,Male,1993,"",1993,Army,16,"Bottomley S M & Waddington A","Royal Engineers",Senior,"",18:48:50,18.8,"","",""
Kayak,Male,1993,"",1993,Civilian,9,"Beadsworth P & Horn R","Taunton  & Milhield",Junior,"",18:51:09,18.9,"","",""
Kayak,Male,1993,"",1993,Civilian,15,"Davis R J","Itchen Valley ",Singles,"",18:52:25,18.9,"","",""
Kayak,Male,1993,"",1993,Civilian,16,"Barkway R S","Norwich ",Singles,"",18:53:14,18.9,"","",""
Kayak,Male,1993,"",1993,Civilian,10,"Woolman M & Peverley D L","Bryanston School",Junior,"",18:55:36,18.9,"","",""
Kayak,Male,1993,"",1993,Civilian,11,"Phelps Jeremy & Fry Henry",Independent,Junior,"",18:59:43,19.0,"","",""
Kayak,Male,1993,"",1993,Civilian,17,"Shepherd J P","West Cumbria ",Singles,"",19:00:49,19.0,"","",""
Kayak,Male,1993,"",1993,Civilian,12,"Wardle J & Longley S P","25th Southampton Sea Scouts",Junior,"",19:05:32,19.1,"","",""
Kayak,Male,1993,"",1993,Civilian,17,"Taylor I R & Sampson R B","Poole Harbour ",Senior,"",19:10:00,19.2,"","",""
Kayak,Male,1993,"",1993,Civilian,18,"Chumbley A & Challacombe S N","Warren ",Senior,"",19:10:40,19.2,"","",""
Kayak,Male,1993,"",1993,Civilian,13,"Worrall & Finch F A","Bryanston School",Junior,"",19:21:40,19.4,"","",""
Kayak,Ladies,1993,"",1993,Civilian,14,"Mackenzie Greer & Bapty Sonja","Reading & Leighton Park",Junior,"",19:21:59,19.4,Ladies,"",""
Canadian,Male,1993,"",1993,Civilian,19,"Slater K & Jones P B","Poole Harbour ",Senior,"",19:22:55,19.4,Canadian,"",""
Kayak,Male,1993,"",1993,Civilian,20,"Bird J & Lang S","Worcester ",Senior,"",19:24:40,19.4,"","",""
Kayak,Male,1993,"",1993,Civilian,21,"Jenkins P & Hayward I C","Lowestoft & District ",Senior,"",19:26:25,19.4,"","",""
Kayak,Male,1993,"",1993,Civilian,22,"Pimm M & Grewcock D C","Harrow & Wealdstone V.S.U.",Senior,Scouts,19:30:15,19.5,Scouts,"",""
Kayak,Male,1993,"",1993,Navy,23,"Whitlock R A & Cole A",RMRN,Senior,"",19:34:40,19.6,"","",""
Kayak,Male,1993,"",1993,Civilian,24,"Windmill S A & Herbert M J","Poole Harbour ",Senior,"",19:38:45,19.6,"","",""
Kayak,Male,1993,"",1993,Civilian,18,"Swietochowski A S","Richmond ",Singles,"",19:39:47,19.6,"","",""
Kayak,Male,1993,"",1993,Navy,25,"Davin R S & Harwood P",RMRN,Senior,"",19:41:00,19.7,"","",""
Kayak,Ladies,1993,"",1993,Civilian,19,"Morris Angela","Kingfisher ",Singles,"",19:43:55,19.7,"","",""
Kayak,Male,1993,"",1993,Civilian,26,"Douglas-Jones K & Birmingham M A",Independent,Senior,"",19:44:10,19.7,"","",""
Kayak,Male,1993,"",1993,Civilian,20,"Morrissey Jim","Plymouth University ",Singles,"",19:45:35,19.8,"","",""
Kayak,Male,1993,"",1993,Civilian,21,"Edwards Roger A","Chelmsford ",Singles,"",19:50:39,19.8,"","",""
Kayak,Male,1993,"",1993,Civilian,15,"Richards E G & Kynoch T G","Kimbolton School F.",Junior,"",19:56:14,19.9,"","",""
Kayak,Male,1993,"",1993,Civilian,27,"Stagg Richard V & Demery D B","Cambridge ",Senior,"",19:56:20,19.9,"","",""
Kayak,Male,1993,"",1993,Civilian,22,"Nevile R","Blackwater Valley ",Singles,"",20:01:01,20.0,"","",""
Kayak,Male,1993,"",1993,Civilian,23,"Ashford D M",Independent,Singles,"",20:05:06,20.1,"","",""
Kayak,Male,1993,"",1993,Army,28,"Ryan P & Richards C M","Royal Engineers",Senior,"",20:09:45,20.1,"","",""
Kayak,Male,1993,"",1993,Civilian,29,"Mallett H & Harding D","Exeter ",Senior,"",20:11:50,20.2,"","",""
Kayak,Male,1993,"",1993,Civilian,16,"Squires B & Barker W","Trent College",Junior,"",20:14:31,20.2,"","",""
Kayak,Male,1993,"",1993,Civilian,17,"Spurling D A & Cullington M C","Wellington College",Junior,"",20:18:24,20.3,"","",""
Kayak,Male,1993,"",1993,Civilian,30,"Hackney P J & Simpson G A","Metropolitan Police",Senior,Police,20:20:55,20.3,Police,"",""
Kayak,Male,1993,"",1993,Civilian,18,"Pippard P S & Ford D R","Kimbolton School F.",Junior,"",20:21:55,20.4,"","",""
Kayak,Male,1993,"",1993,Civilian,19,"Edwards T J & Capps M A","Kimbolton School F.",Junior,"",20:22:13,20.4,"","",""
Kayak,Male,1993,"",1993,Navy,31,"Moran J T & Whitlock M H",RMRN,Senior,"",20:23:05,20.4,"","",""
Kayak,Male,1993,"",1993,Army,32,"Cox M J & Hudson R J","Royal Engineers",Senior,"",20:25:00,20.4,"","",""
Kayak,Male,1993,"",1993,Civilian,20,"Read P & Benzimra J","Wellington College",Junior,"",20:26:28,20.4,"","",""
Kayak,Male,1993,"",1993,Civilian,21,"Sawyer B C & Lamb S","Trent College",Junior,"",20:29:49,20.5,"","",""
Kayak,Male,1993,"",1993,Civilian,24,"Noble S P","West Cumbria ",Singles,"",20:42:52,20.7,"","",""
Kayak,Male,1993,"",1993,Civilian,22,"Propert-Lewis J A & Toovey J P","Wellington College",Junior,"",20:44:27,20.7,"","",""
Kayak,Male,1993,"",1993,Civilian,23,"Edwards B C & Mallett R","Kimbolton School F.",Junior,"",20:45:06,20.8,"","",""
Kayak,Male,1993,"",1993,Civilian,25,"Ramsay A D",RNKA,Singles,"",20:45:07,20.8,"","",""
Kayak,Male,1993,"",1993,Civilian,33,"Lowe Paul & Lowe Gary","Leicester Scouts",Senior,Scouts,20:48:20,20.8,"","",""
Kayak,Male,1993,"",1993,Civilian,24,"Woodcock J & Skipper N","Trent College",Junior,"",20:49:06,20.8,"","",""
Kayak,Male,1993,"",1993,Civilian,26,"Taylor S A",Independent,Singles,"",20:49:25,20.8,"","",""
Kayak,Male,1993,"",1993,Civilian,27,"Worsley S D","Lowestoft & District ",Singles,"",20:49:50,20.8,"","",""
Kayak,Male,1993,"",1993,Civilian,28,"Kemp R F",Independent,Singles,"",20:51:52,20.9,"","",""
Kayak,Male,1993,"",1993,Civilian,25,"Wood G & Woodhead D R","Barking & Dagenham ",Junior,"",20:52:38,20.9,"","",""
Kayak,Male,1993,"",1993,Civilian,26,"Spurling J S & Holroyde C N","Wellington College",Junior,"",20:55:15,20.9,"","",""
Kayak,Mixed,1993,"",1993,Civilian,34,"Daniels N & Lester Wiktoria","Reading and Leighton Park ",Senior,"",20:57:10,21.0,"","",""
Kayak,Ladies,1993,"",1993,Civilian,27,"Birkett Anne & Perkins Nadine","Dauntsey's School",Junior,"",21:01:01,21.0,"","",""
Kayak,Male,1993,"",1993,Civilian,29,"Rogers J P R","Blackwater Valley ",Singles,"",21:06:16,21.1,"","",""
Kayak,Male,1993,"",1993,Civilian,28,"Gash M R & Williams C N","Kimbolton School F.",Junior,"",21:10:44,21.2,"","",""
Kayak,Male,1993,"",1993,Civilian,35,"Booth C G & Webb M A","Challenger Outdoor Pursuits Group",Senior,"",21:11:20,21.2,"","",""
Kayak,Male,1993,"",1993,Navy,36,"Thorp L & Wood M",RMRN,Senior,"",21:14:00,21.2,"","",""
Kayak,Male,1993,"",1993,Civilian,37,"Rodinger Heinz & Rodinger Michael","Donau Linz",Senior,"Overseas Veteran",21:14:05,21.2,"","",""
Kayak,Male,1993,"",1993,Civilian,38,"Cooke C & O'Brien D J",Independent,Senior,"",21:22:25,21.4,"","",""
Kayak,Male,1993,"",1993,Civilian,30,"Gavin J P","Hemel Hempstead ",Singles,"",21:22:27,21.4,"","",""
Kayak,Male,1993,"",1993,Civilian,3,"Hood L E & Johnson N P","1st Mortimer B P Scouts",Vet/Junior,Scouts,21:22:35,21.4,Scouts,"",""
Kayak,Ladies,1993,"",1993,Civilian,29,"Davidson Nicola Jane & Davidson Kirstine Joanne","Warren ",Junior,"",21:23:40,21.4,"","",""
Kayak,Male,1993,"",1993,Civilian,39,"Rees M & McCarthy T","Kingfisher ",Senior,"",21:24:15,21.4,"","",""
Kayak,Male,1993,"",1993,Civilian,30,"Rushforth J A & Smith J","Dauntsey's School",Junior,"",21:34:04,21.6,"","",""
Kayak,Male,1993,"",1993,Civilian,31,"Thornton D","16 Signal Regiment",Singles,"",21:34:27,21.6,"","",""
Kayak,Male,1993,"",1993,Civilian,40,"Musson T J & James A D","River Runners ",Senior,Veteran,21:34:55,21.6,"","",""
Kayak,Male,1993,"",1993,Civilian,32,"Jones P C","Solihull ",Singles,"",21:35:54,21.6,"","",""
Kayak,Male,1993,"",1993,Army,41,"Blackburn M & Lockyer D R","Royal Engineers",Senior,"",21:37:15,21.6,"","",""
Kayak,Male,1993,"",1993,Civilian,42,"Humphreys T D & Howes M K","Maidstone ",Senior,"",21:38:00,21.6,"","",""
Kayak,Male,1993,"",1993,Civilian,43,"Collett A F & Adams M R","Truro & Hayle Racing ",Senior,"",21:39:25,21.6,"","",""
Kayak,Male,1993,"",1993,Civilian,31,"Crowe A J & Cresswell D J","Kimbolton School F.",Junior,"",21:41:25,21.7,"","",""
Kayak,Male,1993,"",1993,Civilian,44,"Bray Peter D J & Davies C J","Croesyceiliog ",Senior,Veteran,21:46:20,21.8,"","",""
Kayak,Male,1993,"",1993,Civilian,45,"Burgoyne A E & Weaver P H","Hereford ",Senior,Veteran,21:49:05,21.8,"","",""
Canadian,Male,1993,"",1993,Civilian,46,"Williams L P & Yea P","Royal  & Westel ",Senior,"",21:52:15,21.9,"","",""
Canadian,Male,1993,"",1993,Civilian,47,"Platt J C & Tinnion J M","West Cumbria ",Senior,"",21:56:45,21.9,"","",""
Kayak,Male,1993,"",1993,Civilian,33,"Jones R F","Winchester & District ",Singles,"",21:57:39,22.0,"","",""
Kayak,Male,1993,"",1993,Civilian,34,"Mackay D J","Winchester & District ",Singles,"",21:57:39,22.0,"","",""
Kayak,Male,1993,"",1993,Civilian,35,"Bell C J","Winchester & District ",Singles,"",21:57:41,22.0,"","",""
Kayak,Male,1993,"",1993,Civilian,32,"Bhambi A & Tyler P","Trent College",Junior,"",21:59:15,22.0,"","",""
Kayak,Mixed,1993,"",1993,Civilian,48,"Galley P T & Bowker Susan","Wellington College",Senior,"",22:03:00,22.1,"","",""
Kayak,Male,1993,"",1993,Civilian,33,"Mack A H & Winsborrow G","Millfield School",Junior,"",22:04:26,22.1,"","",""
Kayak,Ladies,1993,"",1993,Civilian,34,"Jardine Catherine Louisa & Middleditch Antonia Charlotte","Kimbolton School F.",Junior,"",22:06:34,22.1,"","",""
Kayak,Male,1993,"",1993,Civilian,49,"Brown S & Woodley C","Thameswey ",Senior,"",22:07:30,22.1,"","",""
Kayak,Male,1993,"",1993,Army,50,"Montgomery C W & Thibault P J","Artists Rifles",Senior,Reserve,22:08:20,22.1,Reserve,"",""
Kayak,Male,1993,"",1993,Civilian,51,"Choat J E & Choat J H","Independent & RNKA",Senior,"",22:12:00,22.2,"","",""
Kayak,Male,1993,"",1993,Civilian,52,"Goodey J & Sedgbeer I","River Runners ",Senior,"",22:23:05,22.4,"","",""
Kayak,Male,1993,"",1993,Civilian,53,"Fiynn M C & O'Mahony P A","RNKA & Venture Scouts",Senior,Scouts,22:28:25,22.5,"","",""
Kayak,Male,1993,"",1993,Army,54,"Brechell N & Williams P","The Light Division",Senior,"",22:29:35,22.5,"","",""
Kayak,Mixed,1993,"",1993,Civilian,4,"Lambley Judy & Lambley",Pangbourne,Vet/Junior,"",22:31:07,22.5,"","",""
Kayak,Male,1993,"",1993,Civilian,35,"Cooper S & Vint C J","Dauntsey's School",Junior,"",22:31:13,22.5,"","",""
Kayak,Ladies,1993,"",1993,Civilian,36,"Hughes Annemarie & Andrews Abigail Marie","Anker Valley /Solihull ",Junior,"",22:31:51,22.5,"","",""
Kayak,Male,1993,"",1993,Army,55,"Shimmings D & Brittle R",REME,Senior,"",22:33:05,22.6,"","",""
Kayak,Male,1993,"",1993,Civilian,36,"Brown D L","16 Signal Regiment",Singles,"",22:37:29,22.6,"","",""
Kayak,Male,1993,"",1993,Navy,56,"Waters Lee J & Lane S R","Royal Marines Reserve - London",Senior,Reserve,22:39:30,22.6,"","",""
Kayak,Male,1993,"",1993,Civilian,37,"Wilson A & Helbig H J","Trent College",Junior,"",22:41:16,22.7,"","",""
Kayak,Male,1993,"",1993,Civilian,57,"Murphy H & Keeting R",Independent,Senior,"",22:43:25,22.7,"","",""
Kayak,Male,1993,"",1993,Civilian,37,"Hughes S","16 Signal Regiment",Singles,"",22:51:43,22.9,"","",""
Kayak,Male,1993,"",1993,Civilian,38,"Hone J P","Marlow ",Singles,"",22:52:13,22.9,"","",""
Kayak,Male,1993,"",1993,Civilian,39,"Russell K J","Stoke Hammond",Singles,"",22:56:58,22.9,"","",""
Kayak,Male,1993,"",1993,Civilian,58,"Lawson C M & Lamb P K","Metropolitan Police",Senior,Police,23:05:30,23.1,"","",""
Kayak,Male,1993,"",1993,Civilian,40,"Duncan P A","Jacksons Bay Surf Lifesaving",Singles,"",23:07:17,23.1,"","",""
Kayak,Male,1993,"",1993,RAF,59,"Woodruff R & Frazer B","Royal Air Force",Senior,"",23:17:30,23.3,RAF,"",""
Kayak,Male,1993,"",1993,Civilian,38,"Turner J R & Jordan D J","Kimbolton School F.",Junior,"",23:17:49,23.3,"","",""
Canadian,Male,1993,"",1993,Civilian,60,"Wilson C & Taylor J","Mad River",Senior,Veteran,23:18:35,23.3,"","",""
Kayak,Male,1993,"",1993,Civilian,61,"Leddy J & Swain P","Leaside YMYC",Senior,"",23:20:00,23.3,"","",""
Kayak,Male,1993,"",1993,Civilian,62,"Gerrard M F & Offer T D","Thames Valley Police",Senior,Police,23:21:58,23.4,"","",""
Kayak,Male,1993,"",1993,Army,63,"Smith M A & Barnes S J",REME,Senior,"",23:22:35,23.4,"","",""
Kayak,Male,1993,"",1993,Civilian,64,"Verstringhe J D & Graham D N","Wellington College",Senior,"",23:22:45,23.4,"","",""
Kayak,Mixed,1993,"",1993,Navy,65,"Macdonald D R & English Lisa Hannah",RMRN,Senior,"",23:27:00,23.5,"","",""
Kayak,Male,1993,"",1993,Civilian,39,"Binham C N & Cooper A A","Dauntsey's School",Junior,"",23:30:28,23.5,"","",""
Kayak,Male,1993,"",1993,Civilian,40,"Kingsman N S & Bols A T","Wellington College",Junior,"",23:36:00,23.6,"","",""
Canadian,Male,1993,"",1993,Civilian,41,"Tonge A J & Pitchley S I W","Meridian ",Junior,"",23:43:50,23.7,Canadian,"",""
Kayak,Male,1993,"",1993,Civilian,41,"Bacon R",Independent,Singles,"",23:47:17,23.8,"","",""
Kayak,Male,1993,"",1993,Civilian,42,"Bellotti A",Independent,Singles,"",23:47:22,23.8,"","",""
Kayak,Male,1993,"",1993,Civilian,66,"Brunning G W & May K D","Meridian ",Senior,"",23:47:40,23.8,"","",""
Kayak,Male,1993,"",1993,Civilian,67,"Heath Roger & Inskip D J","Stonehenge ",Senior,"",24:00:40,24.0,"","",""
Canadian,Male,1993,"",1993,Civilian,68,"Wright R & Brant B C",Independent,Senior,"",24:02:05,24.0,"","",""
Kayak,Male,1993,"",1993,Civilian,42,"Mapleston R & Owen C","Lincoln Sea Cadet Unit",Junior,"",24:09:42,24.1,"","",""
Kayak,Ladies,1993,"",1993,Civilian,43,"Rose Nicola Leann & Delaney Elizabeth Kate","Dauntsey's School",Junior,"",24:09:43,24.1,"","",""
Kayak,Male,1993,"",1993,Civilian,43,"Tee D W","West Cumbria ",Singles,"",24:11:52,24.2,"","",""
Kayak,Ladies,1993,"",1993,Civilian,44,"Carter Brenda Nina & Small Alexandra Jane","Dauntsey's School",Junior,"",24:14:11,24.2,"","",""
Kayak,Male,1993,"",1993,Army,69,"Kidd B I & Reilly M P","Royal Engineers",Senior,"",24:17:20,24.3,"","",""
Kayak,Male,1993,"",1993,Navy,70,"Thorn J W R & Hammond P I","Royal Marines Reserve - London",Senior,Reserve,24:21:10,24.4,"","",""
Kayak,Male,1993,"",1993,Civilian,71,"Gloster Martin & Vater M","Worcester ",Senior,Veteran,24:22:25,24.4,"","",""
Kayak,Mixed,1993,"",1993,Civilian,72,"Ward D & Ward Jane","Kimbolton School ",Senior,"",24:24:40,24.4,"","",""
Kayak,Mixed,1993,"",1993,Civilian,73,"Simons Melissa & Wiltshire M","Oxford University ",Senior,University,24:28:15,24.5,"","",""
Kayak,Mixed,1993,"",1993,Civilian,45,"Moore Susannah Margaret & Alexander J R","Kimbolton School F.",Junior,"",24:28:49,24.5,"","",""
Kayak,Male,1993,"",1993,Civilian,74,"Styles P G & Miles J","HM Coastguard Porthcawl",Senior,"",24:39:50,24.6,"","",""
